temp,hum,next_temp,next_hum,trang_thai_suc_khoe,khan_cap
33.1,42.2,33.3,15,Canh bao cao,CO (Soc moi truong)
41,67.8,42.6,60.9,Nguy hiem,Khong
33.8,60,32,52.1,Canh bao cao,Khong
40,59.9,38.1,55.8,Canh bao cao,Khong
26.5,80,26.8,71.2,An toan,Khong
31,77.8,37.8,76.6,Can trong,CO (Soc moi truong)
39.7,87.1,38.4,91.3,Nguy hiem,Khong
29.4,70.6,30.2,61.4,Can trong,Khong
27.7,62.8,25.9,58.7,Can trong,Khong
20.9,85.5,18,80.9,An toan,Khong
29.5,87.8,31.1,84.8,Can trong,Khong
27,53,25.2,55.9,Can trong,Khong
21.2,69.7,21.2,64.9,An toan,Khong
36.2,88.7,34.2,80.9,Nguy hiem,Khong
35.6,33.1,34.3,37.6,Canh bao cao,Khong
39,47.4,37.9,54.6,Canh bao cao,Khong
33.5,75.4,35.4,75.5,Nguy hiem,Khong
38.6,85,42,95.2,Nguy hiem,Khong
22.8,47.8,21.2,44.7,An toan,Khong
23.1,75.3,21.9,79,An toan,Khong
23.8,48.2,24.1,48,An toan,Khong
36.4,78.7,34.4,79.4,Nguy hiem,Khong
25.5,82.9,27.4,74.1,An toan,Khong
23.5,60.3,21.6,64.3,An toan,Khong
21.6,70.4,22.2,74.8,An toan,Khong
24.5,34.1,23.6,32.5,An toan,Khong
41.7,46.6,42.3,53.2,Cuc ky nguy hiem,Khong
23.6,32.9,23.3,27,An toan,Khong
30.7,63,31.2,67.2,Can trong,Khong
41.4,31.8,41.2,31.8,Cuc ky nguy hiem,Khong
24.4,56.5,24.6,58.7,An toan,Khong
30.9,41,31.7,32.3,Can trong,Khong
20.8,89.2,21.5,81.7,An toan,Khong
23.5,67.4,23.5,73.8,An toan,Khong
32.2,48.6,30.5,57,Canh bao cao,Khong
34.8,71.1,32.9,70.2,Nguy hiem,Khong
34.7,38.2,35.7,38.7,Canh bao cao,Khong
31.6,72.1,31.6,71.9,Can trong,Khong
22.7,31.4,23.6,36.9,An toan,Khong
22,53.7,21.9,50.7,An toan,Khong
26.2,55.8,29.8,26.1,An toan,CO (Soc moi truong)
23.1,52.6,22,55.9,An toan,Khong
31.8,91.7,31.3,93.4,Can trong,Khong
21.1,62.1,22,52.6,An toan,Khong
29.2,65.2,28.4,63.8,Can trong,Khong
30,82.6,28.9,89.5,Can trong,Khong
24.2,74.1,22.2,79.7,An toan,Khong
28.4,62.8,30.2,59.2,Can trong,Khong
32.3,72.1,31.6,66.8,Nguy hiem,Khong
27.6,43.2,26.5,44.5,Can trong,Khong
27.2,56.2,28.8,60.2,Can trong,Khong
31.9,42.7,31.4,51.9,Can trong,Khong
25.5,51.5,26.2,62.4,An toan,Khong
23.4,81.1,24,90.2,An toan,Khong
30.7,46.1,32.2,46.7,Can trong,Khong
27.3,65.8,27.9,71.1,Can trong,Khong
35.1,70.1,36,70.3,Nguy hiem,Khong
24.5,55.8,24.3,50.4,An toan,Khong
23.1,91.1,23.5,96.7,An toan,Khong
23.1,43.3,21.5,51.9,An toan,Khong
40.1,92.5,38.1,98.4,Nguy hiem,Khong
40.2,50.1,38.4,52.8,Canh bao cao,Khong
41.9,66.6,44.2,46,Cuc ky nguy hiem,CO (Soc moi truong)
39.8,72.7,41.8,67.7,Nguy hiem,Khong
26.7,58.6,24.8,50.8,An toan,Khong
41.3,84.1,42.9,91.6,Cuc ky nguy hiem,Khong
37.7,74.8,35.8,70.6,Nguy hiem,Khong
33,86.8,32,87.5,Nguy hiem,Khong
30.2,72.1,28.7,74.6,Can trong,Khong
32.7,68.5,32.2,70.1,Nguy hiem,Khong
23.6,74.3,25.4,67.2,An toan,Khong
32.7,60.2,31.1,69.8,Nguy hiem,Khong
25.1,51.8,24.7,48.9,An toan,Khong
29.7,87.3,27.9,92.6,Can trong,Khong
22.8,57.3,24.2,59.6,An toan,Khong
31,33.6,32.8,39.1,Can trong,Khong
40.2,50.4,38.4,43.1,Canh bao cao,Khong
26.8,93.5,28.6,100,An toan,Khong
22.3,47,20.7,39.3,An toan,Khong
22.1,32.2,20.4,38.4,An toan,Khong
30,72.1,29.4,74.5,Can trong,Khong
38,85.6,36.4,92.9,Nguy hiem,Khong
40.4,62,39.8,64.9,Nguy hiem,Khong
33.5,51.9,32.2,53.8,Canh bao cao,Khong
32.6,75.3,32.1,80.3,Nguy hiem,Khong
31.4,42.6,32.9,36.2,Can trong,Khong
30,34.5,30.1,28.6,Can trong,Khong
25.2,55.3,27,52.9,An toan,Khong
36.3,30.1,34.8,21.2,Canh bao cao,Khong
34.9,34.8,35.1,37.4,Canh bao cao,Khong
35.2,90,40.1,100,Nguy hiem,Khong
23.9,89.2,24.5,90.8,An toan,Khong
40.1,67,39.8,63.6,Nguy hiem,Khong
39.8,47.6,38.4,51,Canh bao cao,Khong
37.5,69.3,38,61.3,Nguy hiem,Khong
37.3,75.2,34.1,68.2,Nguy hiem,Khong
39.2,68.2,38.9,75.2,Nguy hiem,Khong
21.3,67.7,21.9,76.1,An toan,Khong
38.2,67,38.2,71,Nguy hiem,Khong
30.1,33.7,28.2,39.4,Can trong,Khong
24,35.4,22.1,41.7,An toan,Khong
32.9,32.5,31.9,40.4,Canh bao cao,Khong
36.8,85.5,36.3,88.9,Nguy hiem,Khong
32.8,34.2,32.5,42.1,Canh bao cao,Khong
31.5,67.5,33.1,60.9,Can trong,Khong
35.1,60.8,34.7,31.7,Nguy hiem,CO (Soc moi truong)
32.3,59.6,31.6,69.2,Canh bao cao,Khong
27.8,46.9,26.4,50,Can trong,Khong
31.7,46.1,25.7,42.3,Can trong,CO (Soc moi truong)
29.4,48.5,29.5,47.5,Can trong,Khong
36.5,41.3,35.7,36.2,Canh bao cao,Khong
35.6,93.4,34.5,100,Nguy hiem,Khong
36.1,72.4,34.5,76.8,Nguy hiem,Khong
27.2,85.8,24.3,100,Can trong,Khong
30.1,43.5,31.7,53.4,Can trong,Khong
23.6,91.2,23.7,83.3,An toan,Khong
38.6,63.9,40.1,65.7,Nguy hiem,Khong
29,63.8,27.5,59.1,Can trong,Khong
25,48.8,25.3,49.1,An toan,Khong
38.5,51,38.7,41.9,Canh bao cao,Khong
20.4,73.6,20.2,81.6,An toan,Khong
25.8,58.4,24.3,49.6,An toan,Khong
32.7,70.5,33.2,75.2,Nguy hiem,Khong
30.2,84.2,32.2,96.1,Can trong,Khong
23.7,65.3,22.7,61.7,An toan,Khong
24.2,54.2,23.7,63.8,An toan,Khong
35.6,57.8,33.9,48.3,Canh bao cao,Khong
33.9,36.9,33.8,28.7,Canh bao cao,Khong
22.9,58.9,21.5,61.2,An toan,Khong
39.4,75.8,38.4,82.4,Nguy hiem,Khong
25,53.2,26.5,49.1,An toan,Khong
22.1,92.1,23.6,100,An toan,Khong
36,92.9,36.9,91.7,Nguy hiem,Khong
36.6,69.4,35.6,67.3,Nguy hiem,Khong
27.3,67,28.2,64,Can trong,Khong
27.5,76.1,28.7,68.3,Can trong,Khong
28.8,72.7,28.8,76.9,Can trong,Khong
28.8,81.7,26.9,91.6,Can trong,Khong
27.9,78.5,27.6,85.5,Can trong,Khong
26.9,45.3,25.1,54.4,An toan,Khong
33.9,59.1,32,54.6,Canh bao cao,Khong
24.6,80.1,26,71.4,An toan,Khong
21.5,83.8,23,90.6,An toan,Khong
30.5,85.1,30.5,81.6,Can trong,Khong
36.1,88.1,34.9,78.2,Nguy hiem,Khong
35.7,90.2,37,98.5,Nguy hiem,Khong
33.3,78.5,34.6,72.9,Nguy hiem,Khong
20.9,78.3,20.7,78.8,An toan,Khong
23.9,77.5,25.2,87.5,An toan,Khong
34.7,60.1,33.4,51.1,Nguy hiem,Khong
32,91.9,33.6,82.7,Can trong,Khong
34,36.8,34.7,32,Canh bao cao,Khong
24.7,82.2,25.8,91.8,An toan,Khong
28.2,61.7,29.1,56.4,Can trong,Khong
39.8,94.7,38.1,86.7,Nguy hiem,Khong
24.9,66.3,26.1,62.8,An toan,Khong
36.6,87.1,38.5,90.2,Nguy hiem,Khong
27.1,44.8,28.3,49.5,Can trong,Khong
31.4,92.3,32.6,96,Can trong,Khong
29.9,37.3,28.1,27.8,Can trong,Khong
28.1,55,26.5,46.5,Can trong,Khong
34.9,78.5,33,83.9,Nguy hiem,Khong
36.9,30.8,36.1,38.3,Canh bao cao,Khong
27.9,46.6,27.5,46,Can trong,Khong
29,69.9,29.3,74.9,Can trong,Khong
32.7,34.9,34.1,41,Canh bao cao,Khong
40.6,87.5,42.6,84.4,Nguy hiem,Khong
33.7,53,30.9,62.3,Canh bao cao,Khong
20,55.7,18.6,57.9,An toan,Khong
39.6,41.5,38.4,42.6,Canh bao cao,Khong
24.5,63.1,25.1,54.4,An toan,Khong
22.7,31.1,22.3,31,An toan,Khong
20.4,81.9,19,81.9,An toan,Khong
27.5,70.7,26.1,68.1,Can trong,Khong
34.5,73.1,33.5,77.6,Nguy hiem,Khong
23.6,68,25,71,An toan,Khong
35.3,87.5,36.4,84.5,Nguy hiem,Khong
33.4,57.7,31.5,87.3,Canh bao cao,CO (Soc moi truong)
24.6,84,19.4,80.9,An toan,CO (Soc moi truong)
22.3,54.4,21.2,53.3,An toan,Khong
21.8,31.8,20.1,35.5,An toan,Khong
29.6,87.1,28.5,80.2,Can trong,Khong
37.6,38.4,38.3,39,Canh bao cao,Khong
34.7,87.7,30.1,93,Nguy hiem,Khong
40.3,85.8,41.3,88.9,Nguy hiem,Khong
24.6,87.5,25.5,80.6,An toan,Khong
40.1,64.1,38.3,68.6,Nguy hiem,Khong
35.6,67.1,33.7,58.2,Nguy hiem,Khong
23.8,52.7,22.1,45.8,An toan,Khong
23,69.5,24.2,76.7,An toan,Khong
34.2,40,41.4,68.7,Canh bao cao,CO (Soc moi truong)
37,52.7,35.9,59.9,Canh bao cao,Khong
37.3,34.1,37.8,30.3,Canh bao cao,Khong
30.2,88.4,29.2,82.2,Can trong,Khong
28.1,31.9,29,39.6,Can trong,Khong
23.1,65.3,22.8,56.4,An toan,Khong
40.9,37.8,42.6,45.9,Canh bao cao,Khong
38.2,54.7,40.1,57.5,Canh bao cao,Khong
26.3,87.8,26.6,97.4,An toan,Khong
36,53,36.9,55,Canh bao cao,Khong
28.4,87.9,27,96.6,Can trong,Khong
25.5,69.3,24.9,76.1,An toan,Khong
40.3,62.2,39.3,54.7,Nguy hiem,Khong
32.1,65.5,30.8,68,Nguy hiem,Khong
39.3,92.9,37.5,100,Nguy hiem,Khong
37.4,43,35.6,46.8,Canh bao cao,Khong
37.4,39.9,32.4,63,Canh bao cao,CO (Soc moi truong)
21.7,63.6,25.9,71,An toan,Khong
37.1,57.4,37,48,Canh bao cao,Khong
29.3,54.9,30.3,47.4,Can trong,Khong
25.8,77,30.3,74.6,An toan,Khong
25.9,54.7,24.7,64.2,An toan,Khong
30.6,88.4,30.7,83.7,Can trong,Khong
22.6,80.8,24.3,90.4,An toan,Khong
20.8,90.4,20.1,97.8,An toan,Khong
30.7,45.2,31.7,47.4,Can trong,Khong
34.3,67.6,34.3,71,Nguy hiem,Khong
36.4,91.1,36.4,83.2,Nguy hiem,Khong
20.6,44.7,19.4,53.4,An toan,Khong
24.6,47.2,24,57.2,An toan,Khong
26.9,63.5,25.2,63.9,An toan,Khong
36,58.5,35,50.3,Canh bao cao,Khong
24.2,30.2,25.7,39.6,An toan,Khong
34.8,85.4,36.2,82,Nguy hiem,Khong
30.7,57,31.5,62.9,Can trong,Khong
20.8,31.1,19.3,37.3,An toan,Khong
22.3,58,23.7,56.8,An toan,Khong
27.8,50.5,29.5,43,Can trong,Khong
30.5,53.5,29.1,63,Can trong,Khong
32.2,69.7,33.9,63.5,Nguy hiem,Khong
37,75.9,38.8,80.4,Nguy hiem,Khong
30.5,60.9,29.9,51.7,Can trong,Khong
30.8,64.2,30.9,56.8,Can trong,Khong
27.6,76.8,28.5,72.2,Can trong,Khong
31.3,94.2,30.2,87.5,Can trong,Khong
28.6,73.4,28.8,68.1,Can trong,Khong
37.9,56.1,36.7,47.7,Canh bao cao,Khong
37.8,94.8,38.7,73.2,Nguy hiem,CO (Soc moi truong)
28.1,82.2,29.1,81.2,Can trong,Khong
21.2,55.3,20.8,64.5,An toan,Khong
20.9,67.7,20.6,72.4,An toan,Khong
27.4,61,27.7,64.5,Can trong,Khong
40.3,43.6,39.3,47.5,Canh bao cao,Khong
30.1,43.5,31.7,48.5,Can trong,Khong
35.4,69.9,33.8,64.9,Nguy hiem,Khong
29,52.1,28.1,56.2,Can trong,Khong
41.1,61.8,41.7,54,Cuc ky nguy hiem,Khong
24.3,37.2,23.6,63.5,An toan,CO (Soc moi truong)
37.6,93.9,38.6,87.9,Nguy hiem,Khong
36.4,70.6,35.4,73.3,Nguy hiem,Khong
37.8,72.1,39.7,76.2,Nguy hiem,Khong
20.8,91.1,22.8,97.3,An toan,Khong
30.6,76.3,30.7,73.9,Can trong,Khong
30.8,82.4,29.1,100,Can trong,Khong
39.4,64.1,38.8,71.5,Nguy hiem,Khong
36.6,34.3,36.3,27.7,Canh bao cao,Khong
30.7,72.8,31.5,71.4,Can trong,Khong
41.5,69.6,42.3,72.3,Cuc ky nguy hiem,Khong
24.5,80.2,23.2,76.4,An toan,Khong
40.9,93.3,48.5,98.4,Nguy hiem,CO (Soc moi truong)
31.3,94.9,32.1,100,Can trong,Khong
22.1,31,21.9,31.4,An toan,Khong
29.1,61.7,27.5,55.9,Can trong,Khong
25.2,87.8,24.4,79.9,An toan,Khong
24.4,92.6,25.1,84,An toan,Khong
38.1,83.3,38.4,84.2,Nguy hiem,Khong
22.4,81.7,22.3,71.8,An toan,Khong
30.6,38.8,31.6,43.5,Can trong,Khong
38.3,51.4,37.2,54.9,Canh bao cao,Khong
40.4,74.2,39,76.4,Nguy hiem,Khong
41.3,39.5,40.2,43.9,Cuc ky nguy hiem,Khong
30.2,52.6,30.6,51.2,Can trong,Khong
29.7,76.7,29.5,77.9,Can trong,Khong
27.3,33,26.6,28.7,Can trong,Khong
31.1,69.8,32.7,64.8,Can trong,Khong
34.1,43.7,32.4,52.7,Canh bao cao,Khong
30.5,44.3,31.2,35.8,Can trong,Khong
26.3,87.1,27.2,83.1,An toan,Khong
40.5,93.4,40.9,92.8,Nguy hiem,Khong
29.1,88.1,28,82.5,Can trong,Khong
35.2,54.4,36.2,60.6,Canh bao cao,Khong
36.5,66.8,35,68.6,Nguy hiem,Khong
41.7,86.3,41.7,89.7,Cuc ky nguy hiem,Khong
32,82.2,28.9,92.2,Nguy hiem,Khong
28.6,33.9,35.7,19.6,Can trong,CO (Soc moi truong)
22.1,91.6,28.3,99.3,An toan,CO (Soc moi truong)
22.9,80.1,18.2,53.6,An toan,CO (Soc moi truong)
23.3,84.9,21.6,78,An toan,Khong
35.3,48.8,36.1,49,Canh bao cao,Khong
34.2,84.7,36.1,93.8,Nguy hiem,Khong
21.4,39,28.5,64.2,An toan,CO (Soc moi truong)
40,83.7,41.5,91.2,Nguy hiem,Khong
41.9,60.5,40.1,63.3,Cuc ky nguy hiem,Khong
21.3,94.8,22.1,94.7,An toan,Khong
40,57,38.4,51.5,Canh bao cao,Khong
39.6,41.3,38.5,50.4,Canh bao cao,Khong
26,39.4,26.4,30,An toan,Khong
22.7,85.8,24.3,88.9,An toan,Khong
20.5,47.3,20.6,39.3,An toan,Khong
35.1,69.7,34,61,Nguy hiem,Khong
27.6,79.5,28.3,72.2,Can trong,Khong
40.8,34.3,41.8,39.6,Canh bao cao,Khong
38,78.9,36.9,71.8,Nguy hiem,Khong
24.4,91.5,25.8,98,An toan,Khong
38.7,60.9,39.6,51,Nguy hiem,Khong
23.4,35.5,23.4,43.3,An toan,Khong
30.2,81,32.2,88.3,Can trong,Khong
38,72.4,38,67.7,Nguy hiem,Khong
40.8,65.6,40.1,56.9,Nguy hiem,Khong
20.1,87.3,13.3,87.2,An toan,CO (Soc moi truong)
41.3,68.2,41.2,64.4,Cuc ky nguy hiem,Khong
26.6,53.6,28.1,31.1,An toan,CO (Soc moi truong)
32.1,52,30.9,51.6,Canh bao cao,Khong
21.8,32.9,16,8.7,An toan,CO (Soc moi truong)
29.6,62.1,30.9,54.4,Can trong,Khong
22.4,92.9,23.6,88.5,An toan,Khong
23.5,59.9,25.4,61.8,An toan,Khong
30.9,46.8,32.1,42.6,Can trong,Khong
41.8,83.5,42.9,74.7,Cuc ky nguy hiem,Khong
31.5,58.7,32.1,50.8,Can trong,Khong
40.6,35.8,39.3,40.4,Canh bao cao,Khong
24.2,64.8,25.6,61.5,An toan,Khong
24.9,39.6,20.9,30.3,An toan,Khong
25.4,35.5,23.5,44.9,An toan,Khong
26,94.7,26.7,100,An toan,Khong
27.8,37.6,26.5,42.4,Can trong,Khong
33.1,76,32.9,80.1,Nguy hiem,Khong
39,50.3,39.1,55.9,Canh bao cao,Khong
28.4,49.2,29.9,52.9,Can trong,Khong
29.9,59.2,31,66.2,Can trong,Khong
35.6,47.7,36.6,49.2,Canh bao cao,Khong
39.8,72.7,40.1,76.8,Nguy hiem,Khong
24,61.7,22.6,68.9,An toan,Khong
41.3,38.4,41.4,29.9,Cuc ky nguy hiem,Khong
37.6,44.1,38.3,40.7,Canh bao cao,Khong
35.2,39.5,34.5,48.8,Canh bao cao,Khong
21,80.2,14.2,100,An toan,CO (Soc moi truong)
27.5,45.6,27.2,49.6,Can trong,Khong
29.5,36.9,28.3,64.8,Can trong,CO (Soc moi truong)
20.2,75.4,19.1,84.3,An toan,Khong
34.4,43.6,36.3,42.7,Canh bao cao,Khong
22.3,94,22.6,100,An toan,Khong
36.4,66.2,37.9,59.2,Nguy hiem,Khong
31.9,75.9,32.8,73.2,Can trong,Khong
31,78.2,30.7,79.8,Can trong,Khong
38.5,30,37.6,31.2,Canh bao cao,Khong
24.4,73.5,25.1,83.4,An toan,Khong
23.1,59.4,21.6,67.2,An toan,Khong
26.6,68.6,22.9,81.8,An toan,Khong
40.2,49,40.5,53.8,Canh bao cao,Khong
23.8,81.7,23.9,82.8,An toan,Khong
21.5,64,21.9,70.9,An toan,Khong
40.8,37.7,39.4,31.8,Canh bao cao,Khong
31.7,40.9,30.1,43.5,Can trong,Khong
28.3,91.6,30,88,Can trong,Khong
41.9,86.8,40.2,84,Cuc ky nguy hiem,Khong
22,67.6,20.2,65.5,An toan,Khong
23.2,35.9,24.6,39.4,An toan,Khong
30.6,69.6,31.9,74.7,Can trong,Khong
22.5,75.1,21.1,81.3,An toan,Khong
22.5,90,22.4,82.4,An toan,Khong
37.7,85.7,36,89.4,Nguy hiem,Khong
37.2,44.4,36.5,38.4,Canh bao cao,Khong
21,78.5,21.7,88.8,An toan,Khong
32.2,35.3,29.7,13.5,Canh bao cao,CO (Soc moi truong)
27.9,94.9,26.8,100,Can trong,Khong
30,41.1,30.7,31.8,Can trong,Khong
39.9,50.3,40.9,54.6,Canh bao cao,Khong
35.7,82.5,36.8,87.8,Nguy hiem,Khong
24.4,83.3,24,77.3,An toan,Khong
24,62.1,25.7,64.2,An toan,Khong
26.1,57.5,25.8,62.3,An toan,Khong
32.3,68.9,33,66.7,Nguy hiem,Khong
28.7,93.9,30.4,96.1,Can trong,Khong
33,39.5,33.6,42.8,Canh bao cao,Khong
27.8,63.4,27.7,67,Can trong,Khong
32.6,77.3,31.7,85.5,Nguy hiem,Khong
40.2,31.8,39.7,35,Canh bao cao,Khong
30.2,34.2,32.7,58.8,Can trong,CO (Soc moi truong)
21.8,41.7,20.3,37.3,An toan,Khong
36.5,90.1,36.4,97.7,Nguy hiem,Khong
39.4,79.2,37.9,81.5,Nguy hiem,Khong
20.9,84.1,20.1,81.9,An toan,Khong
31.2,40.1,29.5,35.2,Can trong,Khong
27.9,76.8,26.8,75.7,Can trong,Khong
28.3,86.7,28.1,96.1,Can trong,Khong
28.6,44.4,28.9,39.1,Can trong,Khong
25.3,44,26,35.7,An toan,Khong
33.4,30.2,34.5,34.7,Canh bao cao,Khong
39.9,81.3,38,81.4,Nguy hiem,Khong
24.8,55.8,20.4,63.6,An toan,Khong
22.7,37.5,23.9,33.4,An toan,Khong
41,82.8,39.2,89.4,Cuc ky nguy hiem,Khong
41,30.3,41.4,39.9,Cuc ky nguy hiem,Khong
20.2,33.4,19,31.5,An toan,Khong
21.8,46.8,19.9,46.7,An toan,Khong
22.3,88.3,24,81.5,An toan,Khong
37.2,92.4,38.6,99.8,Nguy hiem,Khong
41.6,47.7,42.3,41.4,Cuc ky nguy hiem,Khong
27.3,44.2,27.9,53.3,Can trong,Khong
29.7,34.3,32.8,11.5,Can trong,CO (Soc moi truong)
38.4,81.1,38.3,74.4,Nguy hiem,Khong
34.3,55.5,32.4,55.5,Canh bao cao,Khong
35.7,82.3,35.1,91.6,Nguy hiem,Khong
20.3,87.7,20.4,100,An toan,Khong
41.7,83.8,35.5,100,Cuc ky nguy hiem,CO (Soc moi truong)
30.7,72.2,32.5,75.9,Can trong,Khong
30.9,81.2,30.1,88,Can trong,Khong
35.7,77.2,33.9,80.5,Nguy hiem,Khong
41.5,54.6,40.2,51.9,Cuc ky nguy hiem,Khong
32.7,87.5,30.9,79.8,Nguy hiem,Khong
28.8,93.9,30,98.8,Can trong,Khong
38.6,75.2,37.8,69.9,Nguy hiem,Khong
24,63.5,24.7,60,An toan,Khong
33.8,37.1,28.3,41,Canh bao cao,CO (Soc moi truong)
22.5,83.2,23.8,77.9,An toan,Khong
35.7,63.5,35.7,61,Nguy hiem,Khong
24.6,58.7,24.6,63.9,An toan,Khong
26.1,41.5,27.9,20.3,An toan,CO (Soc moi truong)
21.9,33,26.1,44.9,An toan,Khong
28.4,84.1,28.1,81.9,Can trong,Khong
28,45.7,28,39.7,Can trong,Khong
22.7,54.7,24.5,59.5,An toan,Khong
39.9,80.7,41,81,Nguy hiem,Khong
26.5,32.3,27.3,36.5,An toan,Khong
30.3,60.6,23.2,81.8,Can trong,CO (Soc moi truong)
27.2,45.1,25.5,40.6,Can trong,Khong
20,61,18.4,55.9,An toan,Khong
39,34.4,39.4,25.2,Canh bao cao,Khong
23.6,59.8,25.5,53.2,An toan,Khong
25.1,43.9,24.8,51.1,An toan,Khong
41.9,32.9,40.2,34.9,Cuc ky nguy hiem,Khong
35.9,50.3,34.7,43.3,Canh bao cao,Khong
22.7,79.2,27.9,87.9,An toan,CO (Soc moi truong)
40.4,80.6,42.3,71.3,Nguy hiem,Khong
29.6,77.5,29.8,76.2,Can trong,Khong
37.3,32.1,37.5,22.3,Canh bao cao,Khong
25.7,70.5,26.2,72.9,An toan,Khong
21.7,55.2,20.4,49.3,An toan,Khong
25.3,90.6,24.8,93.4,An toan,Khong
36.9,59.1,37.5,57.7,Canh bao cao,Khong
30.2,92.3,29.7,100,Can trong,Khong
21.1,86.1,23.1,86.7,An toan,Khong
33.4,69.1,32.4,61.5,Nguy hiem,Khong
27.1,90.7,26.9,97.3,Can trong,Khong
39.6,68.4,41.5,59.4,Nguy hiem,Khong
33.3,84.2,33.2,78.8,Nguy hiem,Khong
34.6,55.4,33.9,59.9,Canh bao cao,Khong
30.1,56.6,30.7,53.1,Can trong,Khong
26.6,50.8,27.8,54.9,An toan,Khong
24.4,66.2,23.2,71.3,An toan,Khong
34.6,43.2,34.2,39.2,Canh bao cao,Khong
28.5,56.9,28.8,63,Can trong,Khong
32,71.2,31.8,71.5,Can trong,Khong
23.6,88.5,23.8,91.5,An toan,Khong
20.1,49.2,13.7,66.6,An toan,CO (Soc moi truong)
29.7,91,27.8,82.3,Can trong,Khong
34.8,62.1,33.2,65.7,Nguy hiem,Khong
37.8,79.6,37.7,80.8,Nguy hiem,Khong
38,68.4,39.8,69,Nguy hiem,Khong
26.2,63.3,24.8,69,An toan,Khong
36,36,35.6,31,Canh bao cao,Khong
35.7,76.8,37.4,72.3,Nguy hiem,Khong
29.9,54.3,31.2,56.4,Can trong,Khong
41.2,68.3,39.9,66,Cuc ky nguy hiem,Khong
35.7,30.4,35.2,40,Canh bao cao,Khong
25.7,40.4,27.4,35.2,An toan,Khong
33.2,94.5,33.7,94.8,Nguy hiem,Khong
21,80,22.9,80.3,An toan,Khong
39.1,71.2,38.4,68.8,Nguy hiem,Khong
34.6,76.7,32.7,74.2,Nguy hiem,Khong
29,79.3,29,87.7,Can trong,Khong
30.8,87.2,30.7,81.9,Can trong,Khong
33.4,51.7,33.6,59.3,Canh bao cao,Khong
31.9,47.3,31.3,51.7,Can trong,Khong
25.2,73.9,29.8,90.9,An toan,Khong
27.3,59,28.2,61.8,Can trong,Khong
28.1,40.3,26.4,45.6,Can trong,Khong
27,46,28.6,49.8,Can trong,Khong
30.6,40.5,31.1,44.2,Can trong,Khong
41,68.2,42.2,58.8,Nguy hiem,Khong
35.3,69.7,36.3,75.1,Nguy hiem,Khong
30.6,71.4,30,69.7,Can trong,Khong
23.2,58.1,24.4,58.5,An toan,Khong
41.7,86.8,43.5,82.4,Cuc ky nguy hiem,Khong
36.6,49.9,36.3,40,Canh bao cao,Khong
41.3,51.3,42.7,43,Cuc ky nguy hiem,Khong
31.2,73.9,30.6,73.4,Can trong,Khong
33,40.1,32.2,42.2,Canh bao cao,Khong
35.3,92.6,30.6,71.2,Nguy hiem,CO (Soc moi truong)
35.3,41.4,36.1,44.5,Canh bao cao,Khong
32.9,75.5,34.8,75.1,Nguy hiem,Khong
24.6,90.2,23.8,86.4,An toan,Khong
41.3,70,41.2,69.5,Cuc ky nguy hiem,Khong
33.1,65.3,32.8,72,Nguy hiem,Khong
37.2,42.9,36.5,52,Canh bao cao,Khong
30.2,44.6,28.7,50,Can trong,Khong
21.3,60.3,23.2,65.9,An toan,Khong
21.2,67.5,21.7,73.5,An toan,Khong
28.6,48.8,28,40.7,Can trong,Khong
28.2,70.1,29.7,64.2,Can trong,Khong
36.7,48.2,36.7,50.5,Canh bao cao,Khong
24.3,31.9,24.4,31.7,An toan,Khong
27.4,61.6,26,62.3,Can trong,Khong
31.9,49.3,31.9,48.8,Can trong,Khong
29.3,76.9,23.8,48.7,Can trong,CO (Soc moi truong)
39,87.9,40.4,96.3,Nguy hiem,Khong
38.8,79.2,40.2,81.7,Nguy hiem,Khong
29.4,83.3,31,83.8,Can trong,Khong
25.6,65.9,25.5,60.4,An toan,Khong
36.7,69.9,36.1,68.2,Nguy hiem,Khong
29.2,83.8,29.3,75.9,Can trong,Khong
30,63.8,30.7,66.1,Can trong,Khong
25,34.7,25.7,29.1,An toan,Khong
33.5,44.4,34.5,37.3,Canh bao cao,Khong
36.1,55.1,32.5,55.2,Canh bao cao,Khong
41.3,37.9,40,28.6,Cuc ky nguy hiem,Khong
32.7,79.2,32.3,88.8,Nguy hiem,Khong
38.1,34.2,40,42.8,Canh bao cao,Khong
20.4,52.3,26.1,78.5,An toan,CO (Soc moi truong)
39.1,68.9,37.6,67.7,Nguy hiem,Khong
29.6,57.8,30.9,51.5,Can trong,Khong
28.6,64.6,29.6,67,Can trong,Khong
28.5,82.4,29.3,87.5,Can trong,Khong
39.9,81.3,41.3,80.2,Nguy hiem,Khong
34.6,91.1,36.2,100,Nguy hiem,Khong
35.3,60.4,35.5,51.9,Nguy hiem,Khong
33.3,89.6,35.6,98.7,Nguy hiem,Khong
29.8,83.7,31.6,86.5,Can trong,Khong
28.1,77,28,85.8,Can trong,Khong
39.2,68.9,40.3,60.2,Nguy hiem,Khong
20.4,44.7,21.1,46.6,An toan,Khong
36.5,86.8,36.4,91.9,Nguy hiem,Khong
23.6,38.8,24.8,39.7,An toan,Khong
26.4,78,27.8,68.2,An toan,Khong
39.9,78,39.6,75.7,Nguy hiem,Khong
30.5,46.2,29.4,55.9,Can trong,Khong
35.2,30.1,35.6,29.3,Canh bao cao,Khong
42,34.3,43.6,24.5,Cuc ky nguy hiem,Khong
21.2,49.6,19.5,41.1,An toan,Khong
